"Name","cluster"
"MEAE_00000814","1"
"MEAE_00000821","2"
"MEAE_00000814","2"
"MEAE_00000821","2"
"MEAE_00000814","2"
"MEAE_00000821","1"
"MEAE_00000814","1"
"MEAE_00000814","2"
"MEAE_00000822","2"
"MEAE_00000814","2"
"MEAE_00000822","2"
"MEAE_00000814","2"
"MEAE_00000822","2"
"MEAE_00000837","2"
"MEAE_00000838","2"
"MEAE_00000839","2"
"MEAE_00000840","2"
"MEAE_00000841","2"
"MEAE_00000840","1"
"MEAE_00000842","1"
"MEAE_00000840","1"
"MEAE_00000842","1"
"MEAE_00000840","1"
"MEAE_00000842","1"
"MEAE_00000840","2"
"MEAE_00000842","2"
"MEAE_00000840","2"
"MEAE_00000842","2"
"MEAE_00000843","1"
"MEAE_00000843","1"
"MEAE_00000850","1"
"MEAE_00000857","2"
"MEAE_00000859","1"
"MEAE_00000863","2"
"MEAE_00000863","2"
"MEAE_00000863","2"
"MEAE_00000863","2"
"MEAE_00000865","2"
"MEAE_00000865","2"
"MEAE_00000865","2"
"MEAE_00000865","2"
"MEAE_00000865","2"
"MEAE_00000865","2"
"MEAE_00000869","2"
"MEAE_00000870","2"
"MEAE_00000869","2"
"MEAE_00000870","2"
"MEAE_00000871","1"
"MEAE_00000872","1"
"MEAE_00000873","1"
"MEAE_00000873","1"
"MEAE_00000878","1"
"MEAE_00000878","2"
"MEAE_00000878","2"
"MEAE_00000881","2"
"MEAE_00000883","2"
"MEAE_00000881","1"
"MEAE_00000883","1"
"MEAE_00000881","2"
"MEAE_00000883","2"
"MEAE_00000881","2"
"MEAE_00000883","2"
"MEAE_00000881","2"
"MEAE_00000881","1"
"MEAE_00000884","1"
"MEAE_00000881","2"
"MEAE_00000884","2"
"MEAE_00000881","2"
"MEAE_00000884","2"
"MEAE_00000881","2"
"MEAE_00000881","1"
"MEAE_00000893","2"
"MEAE_00000895","2"
"MEAE_00000901","2"
"MEAE_00000905","1"
"MEAE_00000905","1"
"MEAE_00000907","2"
"MEAE_00000906","2"
"MEAE_00000907","2"
"MEAE_00000906","2"
"MEAE_00000907","2"
"MEAE_00000906","2"
"MEAE_00000907","2"
"MEAE_00000906","2"
"MEAE_00000907","2"
"MEAE_00000906","2"
"MEAE_00000907","2"
"MEAE_00000906","2"
"MEAE_00000907","2"
"MEAE_00000906","2"
"MEAE_00000907","2"
"MEAE_00000906","2"
"MEAE_00000907","2"
"MEAE_00000906","2"
"MEAE_00000907","2"
"MEAE_00000907","2"
"MEAE_00000907","2"
"MEAE_00000908","2"
"MEAE_00000907","2"
"MEAE_00000908","2"
"MEAE_00000907","2"
"MEAE_00000908","2"
"MEAE_00000907","2"
"MEAE_00000908","2"
"MEAE_00000907","2"
"MEAE_00000910","1"
"MEAE_00000911","2"
"MEAE_00000911","2"
"MEAE_00000911","2"
"MEAE_00000912","2"
"MEAE_00000911","2"
"MEAE_00000912","2"
"MEAE_00000913","1"
"MEAE_00000914","1"
"MEAE_00000919","2"
"MEAE_00000918","2"
"MEAE_00000923","1"
"MEAE_00000923","1"
"MEAE_00000926","1"
"MEAE_00000926","2"
"MEAE_00000926","2"
"MEAE_00000926","2"
"MEAE_00000929","2"
"MEAE_00000929","2"
"MEAE_00000929","1"
"MEAE_00000929","2"
"MEAE_00000929","2"
"MEAE_00000929","2"
"MEAE_00000929","2"
"MEAE_00000930","2"
"MEAE_00000929","2"
"MEAE_00000930","2"
"MEAE_00000929","2"
"MEAE_00000930","2"
"MEAE_00000929","2"
"MEAE_00000930","2"
"MEAE_00000931","2"
"MEAE_00000929","2"
"MEAE_00000936","2"
"MEAE_00000937","2"
"MEAE_00000936","2"
"MEAE_00000937","2"
"MEAE_00000936","2"
"MEAE_00000937","2"
"MEAE_00000941","2"
"MEAE_00000944","1"
"MEAE_00000945","2"
"MEAE_00000951","2"
"MEAE_00000953","2"
"MEAE_00000953","2"
"MEAE_00000960","1"
"MEAE_00000961","1"
"MEAE_00000960","2"
"MEAE_00000961","2"
"MEAE_00000960","2"
"MEAE_00000961","2"
"MEAE_00000962","2"
"MEAE_00000968","2"
"MEAE_00000974","2"
"MEAE_00000975","2"
"MEAE_00000981","2"
"MEAE_00000989","1"
"MEAE_00000988","1"
"MEAE_00000994","1"
"MEAE_00000995","1"
"MEAE_00000994","2"
"MEAE_00000994","2"
"MEAE_00001008","2"
"MEAE_00001009","2"
"MEAE_00001008","2"
"MEAE_00001009","2"
"MEAE_00001008","2"
"MEAE_00001009","2"
"MEAE_00001008","2"
"MEAE_00001009","2"
"MEAE_00001011","2"
"MEAE_00001011","2"
"MEAE_00001011","2"
"MEAE_00001011","2"
"MEAE_00001025","2"
"MEAE_00001025","2"
"MEAE_00001025","2"
"MEAE_00001027","2"
"MEAE_00001027","2"
"MEAE_00001032","1"
"MEAE_00001032","1"
"MEAE_00001037","1"
"MEAE_00001037","2"
"MEAE_00001042","2"
"MEAE_00001037","2"
"MEAE_00001045","2"
"MEAE_00001037","1"
"MEAE_00001049","2"
"MEAE_00001053","2"
"MEAE_00001049","2"
"MEAE_00001055","2"
"MEAE_00001058","1"
"MEAE_00001059","1"
"MEAE_00001060","2"
"MEAE_00001061","2"
"MEAE_00001063","2"
"MEAE_00001063","2"
"MEAE_00001063","2"
"MEAE_00001063","2"
"MEAE_00001063","2"
"MEAE_00001063","2"
"MEAE_00001063","1"
"MEAE_00001063","2"
"MEAE_00001064","2"
"MEAE_00001064","1"
"MEAE_00001064","1"
"MEAE_00001064","2"
"MEAE_00001064","2"
"MEAE_00001076","2"
"MEAE_00001078","1"
"MEAE_00001079","1"
"MEAE_00001078","2"
"MEAE_00001078","1"
"MEAE_00001080","2"
"MEAE_00001081","2"
"MEAE_00001081","2"
"MEAE_00001082","2"
"MEAE_00001085","1"
"MEAE_00001085","1"
"MEAE_00001085","1"
"MEAE_00001086","2"
"MEAE_00001086","2"
"MEAE_00001086","2"
"MEAE_00001086","2"
"MEAE_00001088","2"
"MEAE_00001086","2"
"MEAE_00001088","2"
"MEAE_00001086","2"
"MEAE_00001090","1"
"MEAE_00001090","2"
"MEAE_00001090","2"
"MEAE_00001090","2"
"MEAE_00001094","1"
"MEAE_00001096","2"
"MEAE_00001096","2"
"MEAE_00001096","1"
"MEAE_00001098","2"
"MEAE_00001098","2"
"MEAE_00001098","2"
"MEAE_00001098","1"
"MEAE_00001102","2"
"MEAE_00001103","2"
"MEAE_00001104","1"
"MEAE_00001104","1"
"MEAE_00001104","1"
"MEAE_00001104","2"
"MEAE_00001106","2"
"MEAE_00001104","2"
"MEAE_00001106","2"
"MEAE_00001104","2"
"MEAE_00001106","2"
"MEAE_00001110","2"
"MEAE_00001111","2"
"MEAE_00001115","1"
"MEAE_00001114","1"
"MEAE_00001115","2"
"MEAE_00001116","2"
"MEAE_00001117","1"
"MEAE_00001118","1"
"MEAE_00001117","1"
"MEAE_00001118","1"
"MEAE_00001119","2"
"MEAE_00001119","1"
"MEAE_00001119","1"
"MEAE_00001120","2"
"MEAE_00001121","2"
"MEAE_00001120","1"
"MEAE_00001121","1"
"MEAE_00001121","2"
"MEAE_00001125","1"
"MEAE_00001126","1"
"MEAE_00001126","1"
"MEAE_00001126","1"
"MEAE_00001126","1"
"MEAE_00001126","1"
"MEAE_00001126","2"
"MEAE_00001129","2"
"MEAE_00001129","2"
"MEAE_00001130","2"
"MEAE_00001133","2"
"MEAE_00001132","2"
"MEAE_00001132","2"
"MEAE_00001132","2"
"MEAE_00001134","2"
"MEAE_00001136","2"
"MEAE_00001134","2"
"MEAE_00001136","2"
"MEAE_00001134","2"
"MEAE_00001136","2"
"MEAE_00001134","2"
"MEAE_00001136","2"
"MEAE_00001134","2"
"MEAE_00001136","2"
"MEAE_00001134","2"
"MEAE_00001136","2"
"MEAE_00001134","2"
"MEAE_00001136","2"
"MEAE_00001134","2"
"MEAE_00001136","2"
"MEAE_00001134","2"
"MEAE_00001136","2"
"MEAE_00001134","2"
"MEAE_00001136","2"
"MEAE_00001134","2"
"MEAE_00001136","2"
"MEAE_00001134","2"
"MEAE_00001138","2"
"MEAE_00001134","1"
"MEAE_00001138","1"
"MEAE_00001134","2"
"MEAE_00001138","2"
"MEAE_00001134","1"
"MEAE_00001138","1"
"MEAE_00001134","1"
"MEAE_00001138","1"
"MEAE_00001134","1"
"MEAE_00001138","1"
"MEAE_00001150","1"
"MEAE_00001150","1"
"MEAE_00001152","2"
"MEAE_00001165","2"
"MEAE_00001170","1"
"MEAE_00001171","2"
"MEAE_00001174","2"
