"Name","cluster"
"MEAE_00001042","1"
"MEAE_00001037","1"
"MEAE_00001044","1"
"MEAE_00001047","2"
"MEAE_00001049","1"
"MEAE_00001051","1"
"MEAE_00001062","1"
"MEAE_00001063","1"
"MEAE_00001063","1"
"MEAE_00001063","1"
"MEAE_00001063","1"
"MEAE_00001063","1"
"MEAE_00001063","2"
"MEAE_00001063","1"
"MEAE_00001063","1"
"MEAE_00001064","1"
"MEAE_00001064","1"
"MEAE_00001075","2"
"MEAE_00001078","2"
"MEAE_00001080","2"
"MEAE_00001085","2"
"MEAE_00001085","1"
"MEAE_00001086","1"
"MEAE_00001087","1"
"MEAE_00001086","1"
"MEAE_00001087","1"
"MEAE_00001086","1"
"MEAE_00001087","1"
"MEAE_00001086","1"
"MEAE_00001086","1"
"MEAE_00001086","1"
"MEAE_00001086","1"
"MEAE_00001086","1"
"MEAE_00001088","1"
"MEAE_00001094","2"
"MEAE_00001102","1"
"MEAE_00001104","2"
"MEAE_00001106","2"
"MEAE_00001104","2"
"MEAE_00001106","2"
"MEAE_00001104","1"
"MEAE_00001106","1"
"MEAE_00001104","1"
"MEAE_00001107","1"
"MEAE_00001110","1"
"MEAE_00001111","1"
"MEAE_00001111","2"
"MEAE_00001111","2"
"MEAE_00001115","1"
"MEAE_00001115","1"
"MEAE_00001117","2"
"MEAE_00001118","2"
"MEAE_00001119","1"
"MEAE_00001119","1"
"MEAE_00001120","2"
"MEAE_00001121","2"
"MEAE_00001126","2"
"MEAE_00001126","2"
"MEAE_00001126","2"
"MEAE_00001126","2"
"MEAE_00001129","2"
"MEAE_00001129","1"
"MEAE_00001132","1"
"MEAE_00001134","1"
"MEAE_00001135","1"
"MEAE_00001134","1"
"MEAE_00001135","1"
"MEAE_00001134","1"
"MEAE_00001136","1"
"MEAE_00001134","1"
"MEAE_00001136","1"
"MEAE_00001134","1"
"MEAE_00001136","1"
"MEAE_00001134","1"
"MEAE_00001136","1"
"MEAE_00001134","1"
"MEAE_00001136","1"
"MEAE_00001134","1"
"MEAE_00001136","1"
"MEAE_00001134","1"
"MEAE_00001136","1"
"MEAE_00001134","1"
"MEAE_00001136","1"
"MEAE_00001134","1"
